card_type,card_language,card_year,card_name,card_set_name,card_number,card_rarity,card_rarity_short,card_detail,set_type,image_url,card_special,info_intern
One Piece Card Game,Japanese,2022,Kawamatsu,-ROMANCE DAWN- [OP-01],OP01-037,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-037.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Kanjuro,-ROMANCE DAWN- [OP-01],OP01-038,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-038.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Killer,-ROMANCE DAWN- [OP-01],OP01-039,Uncommon,UC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-039.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Kin'emon,-ROMANCE DAWN- [OP-01],OP01-040,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-040.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Kin'emon (Parallel),-ROMANCE DAWN- [OP-01],OP01-040,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-040_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Kouzuki Momonosuke,-ROMANCE DAWN- [OP-01],OP01-041,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-041.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Komurasaki,-ROMANCE DAWN- [OP-01],OP01-042,Uncommon,UC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-042.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Shinobu,-ROMANCE DAWN- [OP-01],OP01-043,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-043.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Shachi,-ROMANCE DAWN- [OP-01],OP01-044,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-044.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Jeanbart,-ROMANCE DAWN- [OP-01],OP01-045,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-045.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Denjiro,-ROMANCE DAWN- [OP-01],OP01-046,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-046.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Trafalgar Law,-ROMANCE DAWN- [OP-01],OP01-047,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-047.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Trafalgar Law (Parallel),-ROMANCE DAWN- [OP-01],OP01-047,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-047_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Nekomamushi,-ROMANCE DAWN- [OP-01],OP01-048,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-048.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Bepo,-ROMANCE DAWN- [OP-01],OP01-049,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-049.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Penguin,-ROMANCE DAWN- [OP-01],OP01-050,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-050.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,"Eustass""Captain""Kid",-ROMANCE DAWN- [OP-01],OP01-051,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-051.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,"Eustass""Captain""Kid (Parallel)",-ROMANCE DAWN- [OP-01],OP01-051,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-051_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Raizo,-ROMANCE DAWN- [OP-01],OP01-052,Uncommon,UC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-052.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Wire,-ROMANCE DAWN- [OP-01],OP01-053,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-053.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,X.Drake,-ROMANCE DAWN- [OP-01],OP01-054,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-054.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,You Can Be My Samurai!!,-ROMANCE DAWN- [OP-01],OP01-055,Common,C,EVENT,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-055.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Demon Face,-ROMANCE DAWN- [OP-01],OP01-056,Uncommon,UC,EVENT,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-056.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Paradise Waterfall,-ROMANCE DAWN- [OP-01],OP01-057,Uncommon,UC,EVENT,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-057.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Punk Gibson,-ROMANCE DAWN- [OP-01],OP01-058,Rare,R,EVENT,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-058.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,BE-BENG!!,-ROMANCE DAWN- [OP-01],OP01-059,Common,C,EVENT,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-059.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Donquixote Doflamingo,-ROMANCE DAWN- [OP-01],OP01-060,Leader,L,LEADER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-060.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Donquixote Doflamingo (Parallel),-ROMANCE DAWN- [OP-01],OP01-060,Leader,L,LEADER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-060_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Kaido,-ROMANCE DAWN- [OP-01],OP01-061,Leader,L,LEADER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-061.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Kaido (Parallel),-ROMANCE DAWN- [OP-01],OP01-061,Leader,L,LEADER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-061_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Crocodile,-ROMANCE DAWN- [OP-01],OP01-062,Leader,L,LEADER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-062.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Crocodile (Parallel),-ROMANCE DAWN- [OP-01],OP01-062,Leader,L,LEADER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-062_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Arlong,-ROMANCE DAWN- [OP-01],OP01-063,Uncommon,UC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-063.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Alvida,-ROMANCE DAWN- [OP-01],OP01-064,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-064.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Vergo,-ROMANCE DAWN- [OP-01],OP01-065,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-065.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Krieg,-ROMANCE DAWN- [OP-01],OP01-066,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-066.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Crocodile,-ROMANCE DAWN- [OP-01],OP01-067,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-067.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Crocodile (Parallel),-ROMANCE DAWN- [OP-01],OP01-067,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-067_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Gecko Moria,-ROMANCE DAWN- [OP-01],OP01-068,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-068.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Caesar Clown,-ROMANCE DAWN- [OP-01],OP01-069,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-069.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Dracule Mihawk,-ROMANCE DAWN- [OP-01],OP01-070,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-070.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Dracule Mihawk (Parallel),-ROMANCE DAWN- [OP-01],OP01-070,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-070_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Jinbe,-ROMANCE DAWN- [OP-01],OP01-071,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-071.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Smiley,-ROMANCE DAWN- [OP-01],OP01-072,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-072.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Donquixote Doflamingo,-ROMANCE DAWN- [OP-01],OP01-073,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-073.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Donquixote Doflamingo (Parallel),-ROMANCE DAWN- [OP-01],OP01-073,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-073_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Bartholomew Kuma,-ROMANCE DAWN- [OP-01],OP01-074,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-074.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Pacifista,-ROMANCE DAWN- [OP-01],OP01-075,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-075.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Bellamy,-ROMANCE DAWN- [OP-01],OP01-076,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-076.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Perona,-ROMANCE DAWN- [OP-01],OP01-077,Uncommon,UC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-077.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Boa Hancock,-ROMANCE DAWN- [OP-01],OP01-078,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-078.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Boa Hancock (Parallel),-ROMANCE DAWN- [OP-01],OP01-078,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-078_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Ms.All Sunday,-ROMANCE DAWN- [OP-01],OP01-079,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-079.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Miss Doublefinger(Zala),-ROMANCE DAWN- [OP-01],OP01-080,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-080.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Mocha,-ROMANCE DAWN- [OP-01],OP01-081,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-081.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Monet,-ROMANCE DAWN- [OP-01],OP01-082,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-082.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Mr.1(Daz.Bonez),-ROMANCE DAWN- [OP-01],OP01-083,Uncommon,UC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-083.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Mr.2.Bon.Kurei(Bentham),-ROMANCE DAWN- [OP-01],OP01-084,Uncommon,UC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-084.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Mr.3(Galdino),-ROMANCE DAWN- [OP-01],OP01-085,Uncommon,UC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-085.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Overheat,-ROMANCE DAWN- [OP-01],OP01-086,Rare,R,EVENT,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-086.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Officer Agents,-ROMANCE DAWN- [OP-01],OP01-087,Common,C,EVENT,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-087.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Desert Spada,-ROMANCE DAWN- [OP-01],OP01-088,Uncommon,UC,EVENT,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-088.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Crescent Cutlass,-ROMANCE DAWN- [OP-01],OP01-089,Common,C,EVENT,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-089.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Baroque Works,-ROMANCE DAWN- [OP-01],OP01-090,Uncommon,UC,EVENT,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-090.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,King,-ROMANCE DAWN- [OP-01],OP01-091,Leader,L,LEADER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-091.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,King (Parallel),-ROMANCE DAWN- [OP-01],OP01-091,Leader,L,LEADER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-091_p1.png,,-ROMANCE DAWN- [OP-01]
