card_type,card_language,card_year,card_name,card_set_name,card_number,card_rarity,card_rarity_short,card_detail,set_type,image_url,card_special,info_intern
One Piece Card Game,Japanese,2022,Cavendish,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-008,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-008.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Carrot,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-009,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-009.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Komachiyo,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-010,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-010.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Gordon,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-011,Uncommon,UC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-011.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Sai,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-012,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-012.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Sanji,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-013,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-013.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Sanji (Parallel),BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-013,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-013_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Jinbe,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-014,Uncommon,UC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-014.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Tony Tony.Chopper,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-015,Uncommon,UC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-015.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Nami,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-016,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-016.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Nami (Parallel),BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-016,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-016_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Nico Robin,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-017,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-017.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Hajrudin,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-018,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-018.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Bartolomeo,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-019,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-019.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Hyogoro,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-020,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-020.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Franky,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-021,Uncommon,UC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-021.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Brook,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-022,Uncommon,UC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-022.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Marco,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-023,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-023.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Monkey.D.Luffy,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-024,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-024.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Monkey.D.Luffy (Parallel),BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-024,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-024_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Roronoa Zoro,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-025,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-025.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Roronoa Zoro (Parallel),BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-025,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-025_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Gum-Gum Fire-Fist Pistol Red Hawk,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-026,Rare,R,EVENT,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-026.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Round Table,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-027,Common,C,EVENT,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-027.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Green Star Rafflesia,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-028,Common,C,EVENT,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-028.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Radical Beam!!,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-029,Uncommon,UC,EVENT,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-029.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,In Two Years!! At the Sabaody Archipelago!!,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-030,Uncommon,UC,EVENT,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-030.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Kouzuki Oden,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-031,Leader,L,LEADER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-031.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Kouzuki Oden (Parallel),BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-031,Leader,L,LEADER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-031_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Ashura Doji,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-032,Uncommon,UC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-032.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Izo,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-033,Uncommon,UC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-033.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Inuarashi,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-034,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-034.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Okiku,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-035,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-035.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Otsuru,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-036,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-036.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Kawamatsu,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-037,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-037.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Kanjuro,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-038,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-038.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Killer,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-039,Uncommon,UC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-039.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Kin'emon,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-040,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-040.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Kin'emon (Parallel),BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-040,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-040_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Kouzuki Momonosuke,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-041,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-041.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Komurasaki,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-042,Uncommon,UC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-042.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Shinobu,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-043,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-043.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Shachi,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-044,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-044.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Jeanbart,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-045,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-045.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Denjiro,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-046,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-046.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Trafalgar Law,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-047,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-047.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Trafalgar Law (Parallel),BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-047,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-047_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Nekomamushi,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-048,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-048.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Bepo,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-049,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-049.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Penguin,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-050,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-050.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,"Eustass""Captain""Kid",BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-051,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-051.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,"Eustass""Captain""Kid (Parallel)",BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-051,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-051_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Raizo,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-052,Uncommon,UC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-052.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Wire,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-053,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-053.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,X.Drake,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-054,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-054.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,You Can Be My Samurai!!,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-055,Common,C,EVENT,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-055.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Demon Face,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-056,Uncommon,UC,EVENT,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-056.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Paradise Waterfall,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-057,Uncommon,UC,EVENT,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-057.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Punk Gibson,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-058,Rare,R,EVENT,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-058.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,BE-BENG!!,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-059,Common,C,EVENT,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-059.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Donquixote Doflamingo,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-060,Leader,L,LEADER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-060.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Donquixote Doflamingo (Parallel),BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-060,Leader,L,LEADER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-060_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Kaido,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-061,Leader,L,LEADER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-061.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Kaido (Parallel),BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-061,Leader,L,LEADER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-061_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Crocodile,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-062,Leader,L,LEADER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-062.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Crocodile (Parallel),BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-062,Leader,L,LEADER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-062_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Arlong,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-063,Uncommon,UC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-063.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Alvida,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-064,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-064.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Vergo,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-065,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-065.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Krieg,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-066,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-066.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Crocodile,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-067,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-067.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Crocodile (Parallel),BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-067,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-067_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Gecko Moria,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-068,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-068.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Caesar Clown,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-069,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-069.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Dracule Mihawk,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-070,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-070.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Dracule Mihawk (Parallel),BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-070,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-070_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Jinbe,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-071,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-071.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Smiley,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-072,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-072.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Donquixote Doflamingo,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-073,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-073.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Donquixote Doflamingo (Parallel),BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-073,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-073_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Bartholomew Kuma,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-074,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-074.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Pacifista,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-075,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-075.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Bellamy,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-076,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-076.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Perona,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-077,Uncommon,UC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-077.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Boa Hancock,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-078,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-078.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Boa Hancock (Parallel),BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-078,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-078_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Ms.All Sunday,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-079,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-079.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Miss Doublefinger(Zala),BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-080,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-080.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Mocha,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-081,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-081.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Monet,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-082,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-082.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Mr.1(Daz.Bonez),BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-083,Uncommon,UC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-083.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Mr.2.Bon.Kurei(Bentham),BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-084,Uncommon,UC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-084.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Mr.3(Galdino),BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-085,Uncommon,UC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-085.png,,-ROMANCE DAWN- [OP-01]
